name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
MUFTI Light Wash Denim Skinny Fit Mens Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/61mwD-AENPL._AC_UL320_.jpg,https://www.amazon.in/MUFTI-Light-Denim-Skinny-Size_28/dp/B0BNLDGH1S/ref=sr_1_8407?qid=1679142027&s=apparel&sr=1-8407,,,,
Meghz Men's Slim FIT Solid Beige Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/71jYlohx4gL._AC_UL320_.jpg,https://www.amazon.in/MEGHZ-MENS-SOLID-BEIGE-JEANS/dp/B0BNDQB4XZ/ref=sr_1_8408?qid=1679142027&s=apparel&sr=1-8408,,,"₹1,899","₹5,099"
Wrangler Men's Skinny Fit Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/811K6Bdd5YL._AC_UL320_.jpg,https://www.amazon.in/Wrangler-8905409342343-SMU-Denims-61/dp/B0BM9JSXZ3/ref=sr_1_8405?qid=1679142029&s=apparel&sr=1-8405,,,₹979,"₹2,799"
mode de base Men's Stretchable Blue Distressed Bootcut Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/71miTJE7BIL._AC_UL320_.jpg,https://www.amazon.in/mode-base-Stretchable-Distressed-Bootcut/dp/B0BM6T5TBZ/ref=sr_1_8406?qid=1679142029&s=apparel&sr=1-8406,5.0,1,"₹2,499","₹5,600"
Zush Men's Grey Color Mid Rise Regular Fit Plus Size Stretchable Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/410HnPZ56eL._AC_UL320_.jpg,https://www.amazon.in/Zush-Color-Regular-Stretchable-Jeans/dp/B0BLZMKF96/ref=sr_1_8407?qid=1679142029&s=apparel&sr=1-8407,1.0,1,"₹1,849","₹3,200"
Duke Stardust Men Slim Fit Stretchable Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/61Pq27XjzFL._AC_UL320_.jpg,https://www.amazon.in/Duke-Stardust-Stretchable-ONSD5315_Carbon-Black_34/dp/B0BLRRFDNQ/ref=sr_1_8408?qid=1679142029&s=apparel&sr=1-8408,,,"₹1,646","₹2,349"
Wrangler Men's Regular Fit Light Blue Bootcut Jeans (Jacksville),men's clothing,Jeans,https://m.media-amazon.com/images/I/71HoGxeB1kL._AC_UL320_.jpg,https://www.amazon.in/Wrangler-Regular-Light-Bootcut-Jacksville/dp/B0BLNHYQP5/ref=sr_1_8409?qid=1679142029&s=apparel&sr=1-8409,,,"₹1,519","₹3,799"
United Colors of Benetton Men Solid Carrot Fit Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/61r50Bxxl7L._AC_UL320_.jpg,https://www.amazon.in/United-Colors-Benetton-Carrot-22A4REJE6083I901_Blue/dp/B0BLNCDV68/ref=sr_1_8410?qid=1679142029&s=apparel&sr=1-8410,2.0,1,,"₹2,999"
DENVY by Private Image Blue Solid Denim Slim Fit Jeans for Men,men's clothing,Jeans,https://m.media-amazon.com/images/I/711Y-pflmVL._AC_UL320_.jpg,https://www.amazon.in/DENVY-Slim-Fit-Jeans-Men/dp/B0BLHPX4BH/ref=sr_1_8411?qid=1679142029&s=apparel&sr=1-8411,,,"₹1,199","₹1,999"
Spykar Men's Solid Slim Fit Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/71Rwj-SIzwL._AC_UL320_.jpg,https://www.amazon.in/Spykar-Mens-Solid-Slim-Jeans/dp/B0BLHG8Y9F/ref=sr_1_8412?qid=1679142029&s=apparel&sr=1-8412,,,"₹2,419","₹4,399"
